Aluno,Unidade,Sala,Aula,Data,Fez a atividade antes da aula,Presença/Ausencia,Fez lição de casa,Participação,Comportamento
Estudante 2,Campinas,Four Corners B1,8,2025-04-12,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B1,9,2025-04-26,√,P,N,:-D,
Estudante 2,Campinas,Four Corners B1,10,2025-05-17,N,A,√,,
Estudante 2,Campinas,Four Corners B1,11,2025-05-24,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B1,12,2025-05-31,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B1,13,2025-06-07,√,P,,:-D,
Estudante 2,Campinas,Four Corners B1,14,,,,,,
Estudante 2,Campinas,Four Corners B1,15,,,11,,:-D,
Estudante 3,Campinas,Four Corners B1,1,2025-02-08,,A,,,
Estudante 3,Campinas,Four Corners B1,2,2025-02-15,N,A,,,
Estudante 3,Campinas,Four Corners B1,3,2025-02-22,,,,,
Estudante 3,Campinas,Four Corners B1,4,2025-03-08,,,,,
Estudante 3,Campinas,Four Corners B1,5,2025-03-15,,,,,
Estudante 3,Campinas,Four Corners B1,6,2025-03-29,,,,,
Estudante 3,Campinas,Four Corners B1,7,2025-04-05,,,,,
Estudante 3,Campinas,Four Corners B1,8,2025-04-12,,,,,
Estudante 3,Campinas,Four Corners B1,9,2025-04-26,,,,,
Estudante 3,Campinas,Four Corners B1,10,2025-05-17,,,,,
Estudante 3,Campinas,Four Corners B1,11,2025-05-24,,,,,
Estudante 3,Campinas,Four Corners B1,12,2025-05-31,,,,,
Estudante 3,Campinas,Four Corners B1,13,2025-06-07,,,,,
Estudante 3,Campinas,Four Corners B1,14,,,,,,
Estudante 3,Campinas,Four Corners B1,15,,,0,,,
Estudante 4,Campinas,Four Corners B1,1,2025-02-08,,A,,,
Estudante 4,Campinas,Four Corners B1,2,2025-02-15,√,P,√,:-D,
Estudante 4,Campinas,Four Corners B1,3,2025-02-22,√,P,N,:-D,
Estudante 4,Campinas,Four Corners B1,4,2025-03-08,N,P,√,:-D,
Estudante 4,Campinas,Four Corners B1,5,2025-03-15,N,P,√,:-D,
Estudante 4,Campinas,Four Corners B1,6,2025-03-29,√,A,√,,
Estudante 4,Campinas,Four Corners B1,7,2025-04-05,√,P,N,:-D,
Estudante 4,Campinas,Four Corners B1,8,2025-04-12,N,A,N,,
Estudante 4,Campinas,Four Corners B1,9,2025-04-26,N,A,,,
Estudante 4,Campinas,Four Corners B1,10,2025-05-17,,,,,
Estudante 4,Campinas,Four Corners B1,11,2025-05-24,,,,,
Estudante 4,Campinas,Four Corners B1,12,2025-05-31,,,,,
Estudante 4,Campinas,Four Corners B1,13,2025-06-07,,,,,
Estudante 4,Campinas,Four Corners B1,14,,,,,,
Estudante 4,Campinas,Four Corners B1,15,,,5,,,
Estudante 5,Campinas,Four Corners B1,1,2025-02-08,,A,,,
Estudante 5,Campinas,Four Corners B1,2,2025-02-15,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,3,2025-02-22,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,4,2025-03-08,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,5,2025-03-15,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,6,2025-03-29,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,7,2025-04-05,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,8,2025-04-12,√,A,√,,
Estudante 5,Campinas,Four Corners B1,9,2025-04-26,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,10,2025-05-17,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,11,2025-05-24,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,12,2025-05-31,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B1,13,2025-06-07,√,P,,:-D,
Estudante 5,Campinas,Four Corners B1,14,,,,,,
Estudante 5,Campinas,Four Corners B1,15,,,11,,,
Estudante 6,Campinas,Four Corners B1,1,2025-02-08,,P,,:-D,
Estudante 6,Campinas,Four Corners B1,2,2025-02-15,√,A,N,,
Estudante 6,Campinas,Four Corners B1,3,2025-02-22,N,A,√,:-D,
Estudante 6,Campinas,Four Corners B1,4,2025-03-08,√,P,√,,
Estudante 6,Campinas,Four Corners B1,5,2025-03-15,√,P,N,:-D,
Estudante 6,Campinas,Four Corners B1,6,2025-03-29,N,P,√,:-D,
Estudante 6,Campinas,Four Corners B1,7,2025-04-05,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B1,8,2025-04-12,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B1,9,2025-04-26,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B1,10,2025-05-17,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B1,11,2025-05-24,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B1,12,2025-05-31,√,A,N,,
Estudante 6,Campinas,Four Corners B1,13,2025-06-07,√,P,,:-D,
Estudante 6,Campinas,Four Corners B1,14,,,,,,
Estudante 6,Campinas,Four Corners B1,15,,,10,,:-D,
Estudante 7,Campinas,Four Corners B1,1,2025-02-08,,P,,:-D,
Estudante 7,Campinas,Four Corners B1,2,2025-02-15,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,3,2025-02-22,N,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,4,2025-03-08,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,5,2025-03-15,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,6,2025-03-29,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,7,2025-04-05,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,8,2025-04-12,√,A,√,,
Estudante 7,Campinas,Four Corners B1,9,2025-04-26,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,10,2025-05-17,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,11,2025-05-24,N,A,√,,
Estudante 7,Campinas,Four Corners B1,12,2025-05-31,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B1,13,2025-06-07,√,P,,:-D,
Estudante 7,Campinas,Four Corners B1,14,,,,,,
Estudante 7,Campinas,Four Corners B1,15,,,11,,:-D,
Estudante 8,Campinas,Four Corners B1,1,2025-02-08,,P,,:-D,
Estudante 8,Campinas,Four Corners B1,2,2025-02-15,√,A,√,,
Estudante 8,Campinas,Four Corners B1,3,2025-02-22,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B1,4,2025-03-08,√,P,N,:-D,
Estudante 8,Campinas,Four Corners B1,5,2025-03-15,N,P,√,:-D,
Estudante 8,Campinas,Four Corners B1,6,2025-03-29,N,A,√,,
Estudante 8,Campinas,Four Corners B1,7,2025-04-05,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B1,8,2025-04-12,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B1,9,2025-04-26,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B1,10,2025-05-17,√,A,N,,
Estudante 8,Campinas,Four Corners B1,11,2025-05-24,N,A,√,,
Estudante 8,Campinas,Four Corners B1,12,2025-05-31,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B1,13,2025-06-07,√,P,,:-D,
Estudante 8,Campinas,Four Corners B1,14,,,,,,
Estudante 8,Campinas,Four Corners B1,15,,,9,,:-D,
Estudante 9,Campinas,Four Corners B1,1,2025-02-08,,A,,,
Estudante 9,Campinas,Four Corners B1,2,2025-02-15,N,A,N,,
Estudante 9,Campinas,Four Corners B1,3,2025-02-22,√,P,√,:-D,
Estudante 9,Campinas,Four Corners B1,4,2025-03-08,√,P,N,:-D,
Estudante 9,Campinas,Four Corners B1,5,2025-03-15,N,P,√,:-D,
Estudante 9,Campinas,Four Corners B1,6,2025-03-29,N,P,√,:-D,
Estudante 9,Campinas,Four Corners B1,7,2025-04-05,N,P,√,:-D,
Estudante 9,Campinas,Four Corners B1,8,2025-04-12,N,A,N,,
Estudante 9,Campinas,Four Corners B1,9,2025-04-26,N,A,,,
Estudante 9,Campinas,Four Corners B1,10,2025-05-17,,,,,
Estudante 9,Campinas,Four Corners B1,11,2025-05-24,,,,,
Estudante 9,Campinas,Four Corners B1,12,2025-05-31,,,,,
Estudante 9,Campinas,Four Corners B1,13,2025-06-07,,,,,
Estudante 9,Campinas,Four Corners B1,14,,,,,,
Estudante 9,Campinas,Four Corners B1,15,,,5,,,
Estudante 1,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 1,Campinas,Four Corners B2,2,2025-02-15,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B2,3,2025-02-22,N,P,N,:-D,
Estudante 1,Campinas,Four Corners B2,4,2025-03-08,N,1/2,√,:-/,
Estudante 1,Campinas,Four Corners B2,5,2025-03-15,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B2,6,2025-03-29,N,P,N,:-D,
Estudante 1,Campinas,Four Corners B2,7,2025-04-05,N,P,√,:-D,
Estudante 1,Campinas,Four Corners B2,8,2025-04-12,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B2,9,2025-04-26,N,P,√,:-D,
Estudante 1,Campinas,Four Corners B2,10,2025-05-17,√,P,N,:-/,
Estudante 1,Campinas,Four Corners B2,11,2025-05-24,√,P,N,:-D,
Estudante 1,Campinas,Four Corners B2,12,2025-05-31,N,P,√,:-D,
Estudante 1,Campinas,Four Corners B2,13,2025-06-07,√,P,,:-D,
Estudante 1,Campinas,Four Corners B2,14,,,,,,
Estudante 1,Campinas,Four Corners B2,15,,,12,,:-D,
Estudante 10,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 10,Campinas,Four Corners B2,2,2025-02-15,√,1/2,√,:-/,
Estudante 10,Campinas,Four Corners B2,3,2025-02-22,√,P,√,:-D,
Estudante 10,Campinas,Four Corners B2,4,2025-03-08,√,P,√,:-D,
Estudante 10,Campinas,Four Corners B2,5,2025-03-15,√,P,√,:-D,
Estudante 10,Campinas,Four Corners B2,6,2025-03-29,√,P,√,:-D,
Estudante 10,Campinas,Four Corners B2,7,2025-04-05,√,P,√,:-D,
Estudante 10,Campinas,Four Corners B2,8,2025-04-12,√,P,√,:-D,
Estudante 10,Campinas,Four Corners B2,9,2025-04-26,N,A,√,,
Estudante 10,Campinas,Four Corners B2,10,2025-05-17,√,A,√,,
Estudante 10,Campinas,Four Corners B2,11,2025-05-24,√,P,√,:-/,
Estudante 10,Campinas,Four Corners B2,12,2025-05-31,√,P,√,:-/,
Estudante 10,Campinas,Four Corners B2,13,2025-06-07,√,P,,:-D,
Estudante 10,Campinas,Four Corners B2,14,,,,,,
Estudante 10,Campinas,Four Corners B2,15,,,10,,:-D,
Estudante 11,Campinas,Four Corners B2,1,2025-02-08,,P,,:-&,
Estudante 11,Campinas,Four Corners B2,2,2025-02-15,N,P,N,:-D,
Estudante 11,Campinas,Four Corners B2,3,2025-02-22,N,P,√,:-D,
Estudante 11,Campinas,Four Corners B2,4,2025-03-08,N,P,√,:-D,
Estudante 11,Campinas,Four Corners B2,5,2025-03-15,N,P,√,:-D,
Estudante 11,Campinas,Four Corners B2,6,2025-03-29,N,A,√,,
Estudante 11,Campinas,Four Corners B2,7,2025-04-05,√,P,√,:-D,
Estudante 11,Campinas,Four Corners B2,8,2025-04-12,√,P,√,:-D,
Estudante 11,Campinas,Four Corners B2,9,2025-04-26,N,P,N,:-D,
Estudante 11,Campinas,Four Corners B2,10,2025-05-17,N,P,√,:-&,
Estudante 11,Campinas,Four Corners B2,11,2025-05-24,N,A,+/-,,
Estudante 11,Campinas,Four Corners B2,12,2025-05-31,N,P,√,:-&,
Estudante 11,Campinas,Four Corners B2,13,2025-06-07,N,P,,:-/,
Estudante 11,Campinas,Four Corners B2,14,,,,,,
Estudante 11,Campinas,Four Corners B2,15,,,11,,:-&,
Estudante 2,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 2,Campinas,Four Corners B2,2,2025-02-15,√,A,N,,
Estudante 2,Campinas,Four Corners B2,3,2025-02-22,N,A,N,,
Estudante 2,Campinas,Four Corners B2,4,2025-03-08,√,P,N,:-D,
Estudante 2,Campinas,Four Corners B2,5,2025-03-15,N,A,N,,
Estudante 2,Campinas,Four Corners B2,6,2025-03-29,N,A,,,
Estudante 2,Campinas,Four Corners B2,7,2025-04-05,,,,,
Estudante 2,Campinas,Four Corners B2,8,2025-04-12,,,,,
Estudante 2,Campinas,Four Corners B2,9,2025-04-26,,,,,
Estudante 2,Campinas,Four Corners B2,10,2025-05-17,,,,,
Estudante 2,Campinas,Four Corners B2,11,2025-05-24,,,,,
Estudante 2,Campinas,Four Corners B2,12,2025-05-31,,,,,
Estudante 2,Campinas,Four Corners B2,13,2025-06-07,,,,,
Estudante 2,Campinas,Four Corners B2,14,,,,,,
Estudante 2,Campinas,Four Corners B2,15,,,2,,:-D,
Estudante 3,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 3,Campinas,Four Corners B2,2,2025-02-15,N,P,√,:-D,
Estudante 3,Campinas,Four Corners B2,3,2025-02-22,√,A,√,,
Estudante 3,Campinas,Four Corners B2,4,2025-03-08,√,P,N,:-D,
Estudante 3,Campinas,Four Corners B2,5,2025-03-15,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B2,6,2025-03-29,N,P,√,:-D,
Estudante 3,Campinas,Four Corners B2,7,2025-04-05,√,P,√,:-D,
Estudante 3,Campinas,Four Corners B2,8,2025-04-12,√,P,N,,
Estudante 3,Campinas,Four Corners B2,9,2025-04-26,√,P,N,:-D,
Estudante 3,Campinas,Four Corners B2,10,2025-05-17,N,P,+/-,:-D,
Estudante 3,Campinas,Four Corners B2,11,2025-05-24,N,P,√,:-D,
Estudante 3,Campinas,Four Corners B2,12,2025-05-31,√,P,N,:-D,
Estudante 3,Campinas,Four Corners B2,13,2025-06-07,N,P,,:-D,
Estudante 3,Campinas,Four Corners B2,14,,,,,,
Estudante 3,Campinas,Four Corners B2,15,,,12,,:-D,
Estudante 4,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 4,Campinas,Four Corners B2,2,2025-02-15,N,A,N,,
Estudante 4,Campinas,Four Corners B2,3,2025-02-22,N,P,√,:-D,
Estudante 4,Campinas,Four Corners B2,4,2025-03-08,N,A,,,
Estudante 4,Campinas,Four Corners B2,5,2025-03-15,,,,,
Estudante 4,Campinas,Four Corners B2,6,2025-03-29,,,,,
Estudante 4,Campinas,Four Corners B2,7,2025-04-05,,,,,
Estudante 4,Campinas,Four Corners B2,8,2025-04-12,,,,,
Estudante 4,Campinas,Four Corners B2,9,2025-04-26,,,,,
Estudante 4,Campinas,Four Corners B2,10,2025-05-17,,,,,
Estudante 4,Campinas,Four Corners B2,11,2025-05-24,,,,,
Estudante 4,Campinas,Four Corners B2,12,2025-05-31,,,,,
Estudante 4,Campinas,Four Corners B2,13,2025-06-07,,,,,
Estudante 4,Campinas,Four Corners B2,14,,,,,,
Estudante 4,Campinas,Four Corners B2,15,,,2,,:-D,
Estudante 5,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 5,Campinas,Four Corners B2,2,2025-02-15,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,3,2025-02-22,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,4,2025-03-08,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,5,2025-03-15,N,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,6,2025-03-29,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,7,2025-04-05,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,8,2025-04-12,√,A,√,:-D,
Estudante 5,Campinas,Four Corners B2,9,2025-04-26,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,10,2025-05-17,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,11,2025-05-24,√,A,√,,
Estudante 5,Campinas,Four Corners B2,12,2025-05-31,√,P,√,:-D,
Estudante 5,Campinas,Four Corners B2,13,2025-06-07,N,P,,:-D,
Estudante 5,Campinas,Four Corners B2,14,,,,,,
Estudante 5,Campinas,Four Corners B2,15,,,11,,:-D,
Estudante 6,Campinas,Four Corners B2,1,2025-02-08,,P,,:-/,
Estudante 6,Campinas,Four Corners B2,2,2025-02-15,N,P,√,:-D,
Estudante 6,Campinas,Four Corners B2,3,2025-02-22,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B2,4,2025-03-08,√,P,N,:-D,
Estudante 6,Campinas,Four Corners B2,5,2025-03-15,N,P,√,:-D,
Estudante 6,Campinas,Four Corners B2,6,2025-03-29,√,P,√,:-/,
Estudante 6,Campinas,Four Corners B2,7,2025-04-05,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B2,8,2025-04-12,√,P,N,,
Estudante 6,Campinas,Four Corners B2,9,2025-04-26,√,1/2,√,:-D,
Estudante 6,Campinas,Four Corners B2,10,2025-05-17,√,A,√,,
Estudante 6,Campinas,Four Corners B2,11,2025-05-24,√,P,N,:-/,
Estudante 6,Campinas,Four Corners B2,12,2025-05-31,N,P,√,:-/,
Estudante 6,Campinas,Four Corners B2,13,2025-06-07,√,P,,:-D,
Estudante 6,Campinas,Four Corners B2,14,,,,,,
Estudante 6,Campinas,Four Corners B2,15,,,11,,:-/,
Estudante 7,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 7,Campinas,Four Corners B2,2,2025-02-15,√,P,√,:-/,
Estudante 7,Campinas,Four Corners B2,3,2025-02-22,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,4,2025-03-08,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,5,2025-03-15,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,6,2025-03-29,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,7,2025-04-05,√,A,√,,
Estudante 7,Campinas,Four Corners B2,8,2025-04-12,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,9,2025-04-26,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,10,2025-05-17,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,11,2025-05-24,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,12,2025-05-31,√,P,√,:-D,
Estudante 7,Campinas,Four Corners B2,13,2025-06-07,√,P,,:-D,
Estudante 7,Campinas,Four Corners B2,14,,,,,,
Estudante 7,Campinas,Four Corners B2,15,,,12,,:-D,
Estudante 8,Campinas,Four Corners B2,1,2025-02-08,,P,,:-/,
Estudante 8,Campinas,Four Corners B2,2,2025-02-15,N,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,3,2025-02-22,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,4,2025-03-08,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,5,2025-03-15,√,P,N,:-D,
Estudante 8,Campinas,Four Corners B2,6,2025-03-29,N,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,7,2025-04-05,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,8,2025-04-12,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,9,2025-04-26,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,10,2025-05-17,√,P,√,:-/,
Estudante 8,Campinas,Four Corners B2,11,2025-05-24,√,P,√,:-D,
Estudante 8,Campinas,Four Corners B2,12,2025-05-31,√,P,√,:-/,
Estudante 8,Campinas,Four Corners B2,13,2025-06-07,√,P,,:-D,
Estudante 8,Campinas,Four Corners B2,14,,,,,,
Estudante 8,Campinas,Four Corners B2,15,,,13,,:-/,
Estudante 9,Campinas,Four Corners B2,1,2025-02-08,,P,,:-D,
Estudante 9,Campinas,Four Corners B2,2,2025-02-15,√,P,√,:-/,
Estudante 9,Campinas,Four Corners B2,3,2025-02-22,N,P,√,:-D,
Estudante 9,Campinas,Four Corners B2,4,2025-03-08,N,P,√,:-/,
Estudante 9,Campinas,Four Corners B2,5,2025-03-15,N,P,N,:-D,
Estudante 9,Campinas,Four Corners B2,6,2025-03-29,N,1/2,√,:-/,
Estudante 9,Campinas,Four Corners B2,7,2025-04-05,√,1/2,√,:-/,
Estudante 9,Campinas,Four Corners B2,8,2025-04-12,√,1/2,√,:-/,
Estudante 9,Campinas,Four Corners B2,9,2025-04-26,√,1/2,√,:-/,
Estudante 9,Campinas,Four Corners B2,10,2025-05-17,N,1/2,√,:-&,
Estudante 9,Campinas,Four Corners B2,11,2025-05-24,N,1/2,√,,
Estudante 9,Campinas,Four Corners B2,12,2025-05-31,√,1/2,√,:-&,:-||
Estudante 9,Campinas,Four Corners B2,13,2025-06-07,√,1/2,,:-&,
Estudante 9,Campinas,Four Corners B2,14,,,,,,
Estudante 9,Campinas,Four Corners B2,15,,,5,,:-D,
Estudante 1,Campinas,Four Corners B3,1,2025-02-08,,P,,:-D,
Estudante 1,Campinas,Four Corners B3,2,2025-02-15,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,3,2025-02-22,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,4,2025-03-08,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,5,2025-03-15,√,P,√,,
Estudante 1,Campinas,Four Corners B3,6,2025-03-29,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,7,2025-04-05,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,8,2025-04-12,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,9,2025-04-26,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,10,2025-05-17,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,11,2025-05-24,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,12,2025-05-31,√,P,√,:-D,
Estudante 1,Campinas,Four Corners B3,13,2025-06-07,+/-,A,,,
Estudante 1,Campinas,Four Corners B3,14,,,,,,
Estudante 1,Campinas,Four Corners B3,15,,,12,,:-D,
Estudante 2,Campinas,Four Corners B3,1,2025-02-08,,P,,:-D,
Estudante 2,Campinas,Four Corners B3,2,2025-02-15,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,3,2025-02-22,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,4,2025-03-08,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,5,2025-03-15,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,6,2025-03-29,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,7,2025-04-05,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,8,2025-04-12,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,9,2025-04-26,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,10,2025-05-17,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,11,2025-05-24,N,A,√,,
Estudante 2,Campinas,Four Corners B3,12,2025-05-31,√,P,√,:-D,
Estudante 2,Campinas,Four Corners B3,13,2025-06-07,√,P,,:-D,
Estudante 2,Campinas,Four Corners B3,14,,,,,,
Estudante 2,Campinas,Four Corners B3,15,,,12,,:-D,
Estudante 3,Campinas,Four Corners B3,1,2025-02-08,,P,,:-D,
Estudante 3,Campinas,Four Corners B3,2,2025-02-15,N,A,N,,
Estudante 3,Campinas,Four Corners B3,3,2025-02-22,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B3,4,2025-03-08,N,P,N,:-/,
Estudante 3,Campinas,Four Corners B3,5,2025-03-15,N,A,N,,
Estudante 3,Campinas,Four Corners B3,6,2025-03-29,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B3,7,2025-04-05,N,P,N,:-/,
Estudante 3,Campinas,Four Corners B3,8,2025-04-12,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B3,9,2025-04-26,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B3,10,2025-05-17,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B3,11,2025-05-24,N,P,N,:-D,
Estudante 3,Campinas,Four Corners B3,12,2025-05-31,N,P,N,:-/,
Estudante 3,Campinas,Four Corners B3,13,2025-06-07,N,P,,:-/,
Estudante 3,Campinas,Four Corners B3,14,,,,,,
Estudante 3,Campinas,Four Corners B3,15,,,11,,:-D,
Estudante 4,Campinas,Four Corners B3,1,2025-02-08,,1/2,,:-/,
Estudante 4,Campinas,Four Corners B3,2,2025-02-15,√,P,N,:-D,
Estudante 4,Campinas,Four Corners B3,3,2025-02-22,√,P,N,:-D,
Estudante 4,Campinas,Four Corners B3,4,2025-03-08,√,P,N,:-D,
Estudante 4,Campinas,Four Corners B3,5,2025-03-15,√,P,√,:-D,
Estudante 4,Campinas,Four Corners B3,6,2025-03-29,N,P,√,:-D,
Estudante 4,Campinas,Four Corners B3,7,2025-04-05,√,P,√,:-D,
Estudante 4,Campinas,Four Corners B3,8,2025-04-12,√,P,N,:-D,
Estudante 4,Campinas,Four Corners B3,9,2025-04-26,N,P,N,:-D,
Estudante 4,Campinas,Four Corners B3,10,2025-05-17,N,A,N,,
Estudante 4,Campinas,Four Corners B3,11,2025-05-24,N,P,N,:-D,
Estudante 4,Campinas,Four Corners B3,12,2025-05-31,N,A,N,:-D,
Estudante 4,Campinas,Four Corners B3,13,2025-06-07,N,A,,,
Estudante 4,Campinas,Four Corners B3,14,,,,,,
Estudante 4,Campinas,Four Corners B3,15,,,9,,:-/,
Estudante 5,Campinas,Four Corners B3,1,2025-02-08,,P,,:-D,
Estudante 5,Campinas,Four Corners B3,2,2025-02-15,√,A,√,,
Estudante 5,Campinas,Four Corners B3,3,2025-02-22,√,A,√,,
Estudante 5,Campinas,Four Corners B3,4,2025-03-08,√,1/2,N,:-/,
Estudante 5,Campinas,Four Corners B3,5,2025-03-15,N,A,,,
Estudante 5,Campinas,Four Corners B3,6,2025-03-29,,,,,
Estudante 5,Campinas,Four Corners B3,7,2025-04-05,,,,,
Estudante 5,Campinas,Four Corners B3,8,2025-04-12,,,,,
Estudante 5,Campinas,Four Corners B3,9,2025-04-26,,,,,
Estudante 5,Campinas,Four Corners B3,10,2025-05-17,,,,,
Estudante 5,Campinas,Four Corners B3,11,2025-05-24,,,,,
Estudante 5,Campinas,Four Corners B3,12,2025-05-31,,,,,
Estudante 5,Campinas,Four Corners B3,13,2025-06-07,,,,,
Estudante 5,Campinas,Four Corners B3,14,,,,,,
Estudante 5,Campinas,Four Corners B3,15,,,1,,:-D,
Estudante 6,Campinas,Four Corners B3,1,2025-02-08,,P,,:-D,
Estudante 6,Campinas,Four Corners B3,2,2025-02-15,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,3,2025-02-22,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,4,2025-03-08,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,5,2025-03-15,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,6,2025-03-29,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,7,2025-04-05,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,8,2025-04-12,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,9,2025-04-26,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,10,2025-05-17,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,11,2025-05-24,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,12,2025-05-31,√,P,√,:-D,
Estudante 6,Campinas,Four Corners B3,13,2025-06-07,√,P,,:-D,
Estudante 6,Campinas,Four Corners B3,14,,,,,,
Estudante 6,Campinas,Four Corners B3,15,,,13,,:-D,
Estudante 7,Campinas,Four Corners B3,1,2025-02-08,,P,,:-D,
